"nom";"adresse";"departement";"codepostal";"nomcommune";"inseecommune";"lambert2x";"lambert2y";"substance"
"SCD SARL.";"LE CHAMP DES MOINES";"59";"59440";"DOMPIERRE SUR HELPE";"59177";710442;2570657;"CALCAIRE"
"ETABLISSEMENTS BOCAHUT SAS.";"GODIN";"59";"59440";"HAUT LIEU";"59290";712301;2570179;"CALCAIRE"
"CARRIERES D'HOUDAIN SAS";"LE TROU DES SARRASINS";"59";"59570";"HOUDAIN LEZ BAVAY";"59315";702976;2593037;"CALCAIRE"
"CBS SAS.";"LES PAQUIERS";"59";"59330";"LIMONT FONTAINE";"59351";712811;2581308;"CALCAIRE"
"ETABLISSEMENTS BOCAHUT SAS.";"LES ARDENNES";"59";"59440";"ST HILAIRE SUR HELPE";"59534";711055;2571139;"CALCAIRE"
"CCM SARL";"LA COUTURE";"59";"59132";"WALLERS TRELON";"59633";731964;2563767;"CALCAIRE"
"ETABLISSEMENTS BOCAHUT SAS.";"CAILLOIT";"59";"59132";"GLAGEON";"59261";724750;2562972;"CALCAIRE"
"SECAB SARL";"CD 224";"59";"59570";"BELLIGNIES";"59065";701693;2592659;"CALCAIRE"
"CARRIERE DE BIDACHE";"lieu-dit ""Mariannette""";"64";"64520";"BIDACHE";"64123";318829;1837041;"CALCAIRE"
"VEZE- Les Eyzies (cs)";"Le Goulet ";"24";"24620";"LES EYZIES DE TAYAC SIREUIL";"24172";500147;1993291;"CALCAIRE"
"CHAUX DE SAINT ASTIER SAS  (cs) (ex DORD";"La Jarthe Jevah Ouest Le Roudier Est";"24";"24110";"ST ASTIER";"24372";460355;2018043;"CALCAIRE"
"CALCAIRES ET DIORITE DU PERIGORD (Sabour";"Sabouret";"24";"24300";"ST MARTIAL DE VALETTE";"24451";467508;2058551;"CALCAIRE"
"CARR DE SARE - Sare (Grottes de Sare)";""" Les Grottes de Sare """;"64";"64310";"SARE";"64504";282373;1815292;"CALCAIRE"
"DURRUTY  - Guiche (Monplaisir)";""" Monplaisir """;"64";"64520";"GUICHE";"64250";312949;1840868;"CALCAIRE"
"CARR LAPLACE - ARUDY (Ste Anne) ";""" Carrières de Ste Anne "" ";"64";"64260";"ARUDY";"64062";373763;1794336;"MARBRE"
"CARR LAPLACE - ARUDY (Borde  de la )";"""Borde de la..."" ""Henri IV""";"64";"64260";"ARUDY";"64062";372526;1793047;"MARBRE"
"CARR LAPLACE - ARUDY (Paloma)";"""Paloma""";"64";"64260";"ARUDY";"64062";373150;1793445;"MARBRE"
"CARRIERES DANIEL(Bisarce)-ex ARA et Cie";"Quartier Bisarce";"64";"64660";"ASASP ARROS";"64064";358531;1793858;"DOLOMIE"
"CARRIERES DANIEL (Lacoste)-ex ARA & Cie";""" Lacoste """;"64";"64660";"ASASP ARROS";"64064";358307;1794314;"DOLOMIE"
"DANIEL J & G - Asson (Garrenot)";""" Garrenot """;"64";"64800";"ASSON";"64068";391206;1791026;"CALCAIRE"
"CARR DE SARE - Ayherre ";""" Abaratia Ordoquia """;"64";"64240";"AYHERRE";"64086";309714;1822851;"FELDSPATHS"
"CARR LAFITTE- Bergouey ";"""Camy""";"64";"64270";"BERGOUEY VIELLENAVE";"64113";325918;1831201;"CALCAIRE"
"CARR DE SARE - Isturits - Paratce";""" Paratce """;"64";"64240";"ISTURITS";"64277";310494;1824356;"CALCAIRE"
"REY BETBEDER - Laa Mondrans";"""Arricau""";"64";"64300";"LAA MONDRANS";"64286";348293;1832952;"CALCAIRE"
"LAFARGE - Louvie (Ex LACROUTS)";"Artigue - Dreyturere";"64";"64260";"LOUVIE JUZON";"64353";375925;1791130;"CALCAIRE"
"LARRONDE - Souraide (Carrière)";""" La carrière """;"64";"64250";"SOURAIDE";"64527";289532;1821701;"CALCAIRE,OPHITE,SCHISTES"
"SOBACA - Urrugne (Luberri)";"Luberri";"64";"64122";"URRUGNE";"64545";270283;1824823;"CALCAIRE"
"SARLAT PIERRES NATURELLES";"Le Goulet";"24";"24620";"LES EYZIES DE TAYAC SIREUIL";"24172";499802;1993539;"CALCAIRE"
"CARRIERES ET MATERIAUX d'ASASP";"";"64";"64660";"ASASP ARROS";"64064";357871;1794275;"CALCAIRE"
"LABORDE (Bager)";"Bager";"64";"64400";"OLORON STE MARIE";"64422";362371;1794704;"CALCAIRE"
"NLLES CARR DU BEARN";"BRECHE BENOU";"64";"64260";"BIELLE";"64127";369098;1788105;"MARBRE"
"CARR & TRAV DE NAVARRE - Bustince - C";"""Bidart  & Harchoury""";"64";"64220";"BUSTINCE IRIBERRY";"64155";312934;1804100;"CALCAIRE"
"SAGRAL- Arbouet Achtokocho & Amenzteya ";""" Achtokocho """;"64";"64120";"ARBOUET SUSSAUTE";"64036";330247;1826871;"CALCAIRE"
"CALCAIRES ET DIORITE DU PERIGORD SA";"Lempe Lezard Le Garissal ";"24";"24520";"LAMONZIE MONTASTRUC";"24224";463317;1991230;"CALCAIRE"
"BLANCHARD Pascal (ex. BOUCAUD Jean Noel)";"La Conturie ";"24";"24340";"LEGUILLAC DE CERCLES";"24235";457260;2042819;"CALCAIRE"
"LAFAURE SARL - Mauzens";"La Ginou Les Cabruts Les Brousses ";"24";"24260";"MAUZENS ET MIREMONT";"24261";489201;2000645;"CALCAIRE"
"ROCAMAT SA";"Font Babou";"24";"24340";"LA ROCHEBEAUCOURT ET ARGENTINE";"24353";448675;2054418;"CALCAIRE"
"SOCLI - Sauveterre (Coste,Raste,Payral)";"Coste, Raste, Payral, le Bourial";"47";"47500";"SAUVETERRE LA LEMANCE";"47292";494578;1955303;"CALCAIRE"
"LABORDE - Camou";""" Elguia """;"64";"64470";"CAMOU CIHIGUE";"64162";335436;1796840;"CALCAIRE"
"SINIAT (Ex.LAFARGE PLATRES-Carrière)";"Route de Lahontan";"64";"64270";"CARRESSE CASSABER";"64168";330078;1837665;"GYPSE"
"CEMEX GRANULATS S.O -Carresse";"Lagut";"64";"64270";"CARRESSE CASSABER";"64168";329361;1838109;"CALCAIRE"
"LARRONDE - Ainhoa (La Forêt)";""" La Forêt """;"64";"64250";"AINHOA";"64014";288754;1817299;"CALCAIRE"
"GSM - Arancou (Lauga)";"Lauga";"64";"64270";"ARANCOU";"64031";325124;1832057;"CALCAIRE"
"CARR & TRAV DE NAVARRE - Gotein(Bois ";"Bois Sud";"64";"64130";"GOTEIN LIBARRENX";"64247";336575;1802420;"OPHITE"
"GSM - Rebenacq (Le Pic)";"Le Pic et Batlongue";"64";"64260";"REBENACQ";"64463";377160;1797967;"CALCAIRE"
"SOUBERCAZE  & Fils - REBENACQ";"Carrière de Coustey";"64";"64260";"REBENACQ";"64463";376359;1798401;"CALCAIRE"
"SAGRAL - St Etienne de B.(Eyheralde)";"Quartier d' Eyheralde";"64";"64430";"ST ETIENNE DE BAIGORRY";"64477";301511;1806605;"OPHITE"
"IMERYS  Sainte Colombe";"CROIX GERARD";"77";"77650";"STE COLOMBE";"77404";669272;2392891;"CALCAIRE"
"IMERYS Sourdun Montbron";"MONTBRON - LE VIEUX CHATEAU";"77";"77171";"SOURDUN";"77459";673854;2392429;"CALCAIRE"
"SINIAT (carrière) Le Pin - Villevaudé";"Poitou - 25 Arpents - Mazarin";"77";"77181";"LE PIN";"77363";622352;2436134;"GYPSE"
"Placoplatre 77 Villeparisis/Le Pin";"Montzaigle-Bois le Comte -Rte Villevaudé";"77";"77270";"VILLEPARISIS";"77514";621643;2436965;"GYPSE"
"IMERYS Poigny";"LE DESSUS DE L'EGLISE";"77";"77160";"POIGNY";"77368";669310;2393629;"CALCAIRE"
"LA PIERRE DE FRANCE ex la pierre de sou.";"CHAMPS DES PIERRES";"77";"77460";"SOUPPES SUR LOING";"77458";628886;2356483;"CALCAIRE"
"Placoplatre 93 (Bernouille -Delta)";"Bernouille Delta";"93";"93470";"COUBRON";"93015";617829;2436382;"GYPSE"
"KNAUF Bois des Sables ";"Bois des Sables CUISY/ST SOUPPLETS";"77";"77165";"ST SOUPPLETS";"77437";634135;2447028;"GYPSE"
"Placoplatre 93 (Vaujours ciel ouvert)";"COUBRON VAUJOURS AIGUIZY";"93";"93410";"VAUJOURS";"93074";618684;2436585;"GYPSE"
"IMERYS  Chalautre Noyer";"LE NOYER A LA BREBIS";"77";"77160";"CHALAUTRE LA PETITE";"77073";672177;2394247;"CALCAIRE"
"PIKETTY - carrière";"CHARMOY";"77";"77250";"ECUELLES";"77166";636549;2372616;"CALCAIRE"
"KNAUF Saulorette";"La Saulorette MONTHYON/St SOUPPLETS";"77";"77165";"ST SOUPPLETS";"77437";634627;2446876;"GYPSE"
"SCSL Souppes Coudray";"LE COUDRAY";"77";"77460";"SOUPPES SUR LOING";"77458";630480;2355718;"CALCAIRE"
"GBN (Bourguenolles)";"";"50";"50800";"BOURGUENOLLES";"50069";334181;2428767;"QUARTZ"
"LEROUX-PHILIPPE BRICQUEBEC";"Le Bois de la Roquette";"50";"50260";"BRICQUEBEC";"50082";309275;2504014;"GRES"
"CARRIERES DU FUT";"Le Fût";"50";"50570";"CAMETOURS";"50093";333878;2459539;"SCHISTES"
"SOCIETE DES CARRIERES DE CHERBOURG ";"ET DU COTENTIN";"50";"50100";"CHERBOURG OCTEVILLE";"50129";315607;2521733;"QUARTZITES"
"NEVEUX ET CIE SNC";"Le Mont Colquin";"50";"50250";"DOVILLE";"50166";316350;2488773;"QUARTZITES"
"C3V ( Ferrières)";"La Galoberie";"50";"50640";"FERRIERES";"50179";356764;2398012;"SCHISTES"
"LAINE (Cosnicat)";"Cosnicat";"50";"50610";"JULLOUVILLE";"50066";316893;2426930;"SCHISTES"
"HARDY la Bazoge";"Les Vallées";"50";"50520";"LA BAZOGE";"50037";352861;2410469;"SCHISTES"
"LEROUX-PHILIPPE LA PERNELLE";"des Roches";"50";"50630";"LA PERNELLE";"50395";336681;2519743;"GRES"
"LTP Loisel (le grand celland)";"Le Moulin Richard";"50";"50370";"LE GRAND CELLAND";"50217";340488;2417108;"CORNEENNES"
"ROCHER BLIN (SARL du)";"Le Rocher Blin";"50";"50450";"LE MESNIL VILLEMAN";"50326";330978;2433235;"GRES"
"SECMA MOITIERS D'ALLONNE (ex Sabco)";"La Lande du Bosquet - Les Trois Moulins";"50";"50270";"LES MOITIERS D ALLONNE";"50332";303572;2497331;"GRES"
"LEROUX-PHILIPPE MONTEBOURG";"Le Mont Rogneux";"50";"50310";"MONTEBOURG";"50341";329497;2506737;"QUARTZITES"
"CARRIERE DE CONDE ";"Le Pré";"50";"50890";"CONDE SUR VIRE";"50139";353908;2453383;"SCHISTES"
"MEAC (Carrière)";"LA SABLONNIERE";"61";"61150";"ECOUCHE";"61153";419135;2415224;"CALCAIRE"
"CARRIERES DE BOITRON ";"Les Bruyères";"61";"61500";"BOITRON";"61051";446505;2397667;"GRES"
"CARRIERES DE CHAILLOUE";"Le Follet";"61";"61500";"CHAILLOUE";"61081";442690;2408314;"GRES"
"DUMOULIN";"Sous le Bois";"61";"61390";"GAPREE";"61183";448239;2403356;"CALCAIRE"
"CARRIERE DE ROUPERROUX ";"Le Plessis";"61";"61320";"ROUPERROUX";"61357";420209;2397720;"RHYOLITES"
"CARRIERES DE VIGNATS";"Fontaineriant";"61";"61500";"SEES";"61464";436769;2400076;"GRES"
"CARRIERES DES 3 VALLEES (Tinchebray)";"Les Rondes Noes";"61";"61800";"TINCHEBRAY";"61486";373289;2421964;"CORNEENNES"
"ORBELLO GRANULATS (ex FENNETEAU)";"la Garenne de Villedieu";"61";"61160";"TOURNAI SUR DIVE";"61490";430316;2426056;"GRES"
"GRANITS D'ATRE ";"le bois d'Atré";"50";"50240";"ST JAMES";"50487";330912;2396579;"GRANITE"
"CARRIERE PLAINE DE CAEN (Cintheaux)";"";"14";"14680";"CINTHEAUX";"14160";406410;2454689;"CALCAIRE"
"SCTA (Guilberville)";"Le Champ de la mare";"50";"50160";"GUILBERVILLE";"50224";359416;2446403;"GRES"
"LETELLIER CARRIERE";"Les Perelles";"14";"14440";"DOUVRES LA DELIVRANDE";"14228";401923;2479187;"CALCAIRE"
"CARMEUSE FRANCE (CA)";"Les Aucrais";"14";"14190";"CAUVICOURT";"14145";408881;2452162;"CALCAIRE"
"CGB";"Le Mont Tornu";"14";"14370";"BILLY";"14074";415924;2458437;"CALCAIRE"
"SCTA  (Bellengreville)";"La Butte";"14";"14370";"BELLENGREVILLE";"14057";411775;2460735;"CALCAIRE"
"GIRARD ET FOSSEZ (Amblie)";"";"14";"14480";"AMBLIE";"14008";391844;2480069;"CALCAIRE"
"GBN (Saint Martin de Tallevende)";"";"14";"14500";"VIRE";"14762";362192;2432174;"CORNEENNES"
"GIRARD ET FOSSEZ (Vaubadon)";"";"14";"14490";"VAUBADON";"14727";368674;2471059;"QUARTZ"
"GRENTE";"Les Bruyères";"14";"14380";"STE MARIE OUTRE L EAU";"14619";354552;2441347;"GRES"
"CARRIERES D'ETAVAUX";"";"14";"14320";"ST ANDRE SUR ORNE";"14556";400896;2462112;"GRES"
"CARRIERES DE VIGNATS  (Perrières)";"Le Breuil";"14";"14170";"PERRIERES";"14497";419744;2443488;"QUARTZ"
"CARRIERE DE MOUEN (Mouen)";"Le Moulin de Cheux";"14";"14790";"MOUEN";"14454";393714;2464119;"GRES"
"CRB (Fresney)";"Le Fief Nouvel";"14";"14680";"FRESNEY LE PUCEUX";"14290";401911;2456439;"SCHISTES"
"GBN (Saint Aubin des Bois)";"";"14";"14380";"ST AUBIN DES BOIS";"14559";343450;2430701;"CORNEENNES"
"CARRIERES DE VIGNATS (Vignats)";"";"14";"14700";"VIGNATS";"14751";421405;2429856;"QUARTZ"
"LE FOLL (Jurques)";"Lieu dit Dialan";"14";"14260";"JURQUES";"14347";374674;2448843;"QUARTZ"
"C3V (Bernières)";"La Rocque";"14";"14410";"BERNIERES LE PATRY";"14065";374480;2427935;"SCHISTES"
"C3V (Proussy)";"";"14";"14110";"PROUSSY";"14523";388473;2436545;"QUARTZ"
"NEVEUX ET CIE SNC";"Le Bois du Parc Huet";"14";"14350";"MONTCHAUVET";"14443";377698;2445151;"SCHISTES"
"BAUDOUIN SNC ";"La Carrière";"50";"50200";"MONTSURVENT";"50354";318959;2463480;"SCHISTES"
"SNEH MATERIAUX";"Les carrières rouges";"50";"50490";"MUNEVILLE LE BINGARD";"50364";321298;2468137;"GRES"
"LA PIERRE D'OMONVILLE SARL";"La Carrière";"50";"50440";"OMONVILLE LA ROGUE";"50386";298213;2530152;"GRANITE"
"L'HERMITTE";"La Jugannière";"50";"50180";"HEBECREVON";"50239";343960;2463736;"SCHISTES"
"GRENTE";"110 route Mont Canel";"50";"50810";"PRECORBIN";"50414";359430;2460261;"SCHISTES"
"LAINE (St Brice)";"Le Vérolay";"50";"50730";"ST BRICE DE LANDELLES";"50452";345279;2401375;"SCHISTES"
"CARRIERES DE MONTJOIE";"Chailloux et Bois Normand";"50";"50670";"ST MICHEL DE MONTJOIE";"50525";352385;2425233;"GRANITE"
"LAINE (Apilly)";"Route d'Apilly";"50";"50300";"ST SENIER SOUS AVRANCHES";"50554";329703;2416922;"SCHISTES"
"NEVEUX (Ste Croix Hague) (Ex MESLIN)";"Lieu-dit la grande Lande";"50";"50440";"STE CROIX HAGUE";"50460";304240;2523334;"GRES"
"LECONTE SARL (Carrière)";"Claire Fontaine";"50";"50440";"VAUVILLE";"50623";301867;2522896;"GRES"
"LTP Loisel (le moulinet)";"Le moulinet";"50";"50540";"ISIGNY LE BUAT";"50256";344171;2411560;"SCHISTES"
"CARRIERES DES 3 VALLEES (Ste Honorine)";"LE PLATFOND";"61";"61430";"STE HONORINE LA CHARDONNE";"61407";390318;2430558;"SCHISTES"
"CARRIERES DE TESSY";"La Botinière - Route de Saint-Lô";"50";"50420";"TESSY SUR VIRE";"50592";351239;2447768;"SCHISTES"
"TPPL-Mozé";"PONT CHAUVEAU";"49";"49610";"MOZE SUR LOUET";"49222";382001;2266439;"GRANITE"
"LUCET FRERES SA Dulle";"La cite des dulles - la cave courant";"49";"49260";"ST CYR EN BOURG";"49274";418969;2245865;"CALCAIRE"
"CARRIERE DE CLERE S.A.S";"La Paguerie- La Brardiere";"49";"49560";"CLERE SUR LAYON";"49102";390100;2236205;"DIORITES"
"BOUCHET SAS TP";"Carrière de la Perrière";"49";"49310";"VIHIERS";"49373";380010;2239922;"RHYOLITES"
"PIGEON CARRIERES - La Croixille";"""La Chataigneraie""";"53";"53380";"LA CROIXILLE";"53086";349418;2360102;"CORNEENNES"
"CHAFFENAY S.A. (Entrammes)";"""Les Pommeraies""";"53";"53260";"ENTRAMMES";"53094";371401;2336974;"GRES"
"GRANULATS EXPANSES MAYENNE carrière";"""Chattemoue""";"53";"53250";"VILLEPAIL";"53272";405113;2381650;"ARDOISES"
"CHAFFENAY S.A. (Montflours)";"""Les Etendellières""";"53";"53240";"MONTFLOURS";"53156";373231;2355947;"QUARTZ"
"LHOIST FRANCE carrière La Gare ";"La Gare";"53";"53150";"NEAU";"53163";390149;2354492;"CALCAIRE"
"VAL MAT SAS (BRULE (SBEC) cures";"LA PETITE CHAMPAGNE";"72";"72240";"CURES";"72111";426902;2344876;"MAT.SILICO CALCAIRE"
"CARRIERES DES NOES";"""La Persinière""";"72";"72600";"AILLIERES BEAUVOIR";"72002";451063;2381530;"Non renseigné dans GIDIC"
"TRAINEAU SA";"LA GOMBRETIERE";"85";"85190";"AIZENAY";"85003";302612;2198387;"GRANITE"
"SEDEP";"LES BONNOTIERES";"85";"85190";"BEAULIEU SOUS LA ROCHE";"85016";295669;2193905;"GRANITE"
"CMGO (ex BONIN) -  La Vigne";"LA VIGNE";"85";"85430";"LES CLOUZEAUX";"85069";305247;2188080;"GRANITE"
"CMGO (ex BONIN) - La Gilbretière";"LA GILBRETIERE";"85";"85280";"LA FERRIERE";"85089";315485;2198251;"GRANITE"
"CARRIERES MOUSSET - Les Herbiers";"LANDRAUDIERE";"85";"85500";"LES HERBIERS";"85109";347355;2210372;"GRANITE"
"CAR. ET TRAV. COTE VENDEENNE (CTCV)";"LA ROCHE GUILLAUME";"85";"85220";"LANDEVIEILLE";"85120";287003;2190929;"RHYOLITES"
"CARRIERE PALVADEAU - Voie Torse/Filasses";"LES CARRIERES DE FRANCE";"85";"85370";"LE LANGON";"85121";347544;2167438;"CALCAIRE"
"CARRIERES MOUSSET - Ste Florence";"Les LOMBARDIERES";"85";"85140";"STE FLORENCE";"85212";332105;2205136;"DIORITES"
"CARRIERES MICHAUD";"LE GRAMMEY";"85";"85440";"TALMONT ST HILAIRE";"85288";297249;2171374;"RHYOLITES"
"GIRARDEAU (carrière)";"LA ROSERAIE";"85";"85600";"TREIZE SEPTIERS";"85295";329953;2227033;"GRANITE"
"CARRIERES DE SAINT DENIS";"LA RAGAINIERE";"72";"72350";"ST DENIS D ORQUES";"72278";402659;2337691;"GABROS"
"CARRIERES DE CHATEAUPANNE (SAS)";"CHATEAUPANNE";"49";"49570";"MONTJEAN SUR LOIRE";"49212";361152;2268270;"CALCAIRE"
"GOURRAUD";"Carrière de BELLEVUE";"85";"85600";"BOUFFERE";"85027";321754;2225216;"DIORITES"
"GSM LA COCHE";"La Coche";"44";"44680";"STE PAZANNE";"44186";284752;2243797;"GNEISS"
"SOCMA ";"CARRIERE LES RIVIERES";"85";"85480";"ST HILAIRE LE VOUHIS";"85232";334236;2194709;"AMPHIBOLITES"
"LAFARGE GRANULATS OUEST - le Tertre";"LE TERTRE";"49";"49420";"CHAZE HENRY";"49088";341827;2311605;"DIORITES"
"HERVE SA";"LE ROCHER";"49";"49220";"CHENILLE CHANGE";"49095";375091;2304464;"GRES"
"CARRIERES DE CHATEAUPANNE (SAS)";"LA GODINIERE";"49";"49300";"CHOLET";"49099";353409;2234826;"DIORITES"
"CHASSE LE GROS BUISSON";"LE GROS BUISSON";"44";"44320";"ST VIAUD";"44192";271130;2261532;"GNEISS"
"CHASSE LA POMMERAIE";"LA POMMERAIE";"44";"44390";"PETIT MARS";"44122";314890;2271678;"GNEISS"
"CARRIERE DES 4 ETALONS";"";"49";"49450";"ST ANDRE DE LA MARCHE";"49264";344366;2238289;"GABROS"
"MERCERON CARRIERES - La Mouzinière";"LA MOUZINIERE";"85";"85180";"CHATEAU D OLONNE";"85060";289332;2172762;"QUARTZITES"
"MERCERON CARRIERES - La Boulinière";"LA BOULINIERE";"85";"85670";"ST PAUL MONT PENIT";"85260";295755;2208120;"GNEISS"
"MEN ARVOR LE PONT";"LE PONT";"44";"44460";"AVESSAC";"44007";281414;2301526;"GRES"
"HERVE";"LE BOIS DE LA ROCHE";"44";"44110";"ST AUBIN DES CHATEAUX";"44153";312722;2308578;"GRES"
"CARRIERE DE LA ROCHE ATARD - SNC";"La Roche Atard";"49";"49300";"CHOLET";"49099";354295;2224949;"DIORITES"
"LHOIST FRANCE La Jametière";"""La Jametière""";"53";"53270";"TORCE VIVIERS EN CHARNIE";"53265";405318;2349407;"CALCAIRE"
"LHOIST FRANCE carrière Geslin";"""Geslin""";"53";"53150";"NEAU";"53163";392062;2355012;"CALCAIRE"
"CMGO (ex CARRIERES DE GONDIN)";"""La Bourgonnière""";"53";"53300";"LA HAIE TRAVERSAINE";"53111";381071;2379257;"SCHISTES"
"Carrières KLEBER MOREAU - La Meilleraie";"Lieu-dit ""Beauregard""";"85";"85700";"LA MEILLERAIE TILLAY";"85140";355055;2198639;"DIORITES"
"Carrières KLEBER MOREAU  - Albert";"Le pont d'Albert";"85";"85200";"ST MICHEL LE CLOUCQ";"85256";364842;2171422;"GNEISS"
"Carrières KLEBER MOREAU -  La Poupetière";"Lieu-dit ""La Poupetière""";"85";"85320";"CHATEAU GUIBERT";"85061";327242;2178554;"RHYOLITES"
"Carrières KLEBER MOREAU  - Le Danger";"Le Danger";"85";"85540";"ST VINCENT SUR GRAON";"85277";315645;2172259;"GRANITE"
"LGO BREFAUCHET";"Brefauchet";"44";"44680";"CHEMERE";"44040";281478;2248757;"GNEISS"
"HARDOUIN SARL - Souzay";"Les Echaudières";"49";"49400";"SOUZAY CHAMPIGNY";"49341";421721;2247997;"CALCAIRE"
"CHARIER CM (ex LAHAYE TP)";"L'Angibourgère";"49";"49120";"LA TOURLANDRY";"49351";371565;2243833;"QUARTZ"
"ORBELLO GRANULATS MAINE";"La Tuilerie";"72";"72160";"VOUVRAY SUR HUISNE";"72383";467222;2344879;"CALCAIRE"
"CALCAIRES D'AMBILLOU  (Sté des)";"LE BOIS DE LA COUDRAYE";"49";"49700";"AMBILLOU CHATEAU";"49003";398437;2256673;"MAT.SILICO CALCAIRE"
"CHARIER CM FAUBRETIERE ROCHERON";"LA FAUBRETIERE";"44";"44690";"LA HAIE FOUASSIERE";"44070";314383;2246467;"GNEISS"
"LEROY DRAINAGE TPP (LDTP)";"le Champ de Pierre";"72";"72320";"MONTMIRAIL";"72208";482322;2346459;"SAB.IND.SILICEUX"
"CARRIERES MIGNE - Les Airables";"LES AIRABLES";"85";"85260";"MORMAISON";"85150";311891;2215421;"GNEISS"
"LAFARGE GRANULATS FRANCE";"La GERBAUDIERE";"85";"85660";"ST PHILBERT DE BOUAINE";"85262";305815;2227918;"BASALTES"
"SOCAC  LE PADE";"LE PADE";"44";"44750";"CAMPBON";"44025";276350;2275506;"GNEISS"
"LGO L'ENNERIE";"L'ENNERIE";"44";"44320";"CHAUVE";"44038";269929;2247169;"GNEISS"
"BERSON & FILS";"LA VARENNE";"49";"49450";"ST MACAIRE EN MAUGES";"49301";344151;2239876;"GRANITE"
"CHARIER CM";"GUICHONNET";"49";"49600";"ST PHILBERT EN MAUGES";"49312";343679;2245153;"DIORITES"
"CARRIERE DE JOUSSELIN SA";"""Jousselin""";"49";"49110";"ST PIERRE MONTLIMART";"49313";344203;2257343;"DIORITES"
"BAGLIONE (Le Ribay)";"""Les Bas Bois""";"53";"53640";"LE RIBAY";"53190";395907;2377117;"GRES"
"CARRIERES BEAUCE (SA des)";"""La Croix Bourcier""";"53";"53100";"ST GEORGES BUTTAVENT";"53219";374882;2371481;"GRES"
"BAGLIONE CASSON";"LA RECOUVRANCE";"44";"44390";"CASSON";"44027";305869;2273483;"GNEISS"
"ROUMY Guedeniau";"LES BRAHANIERES";"49";"49150";"LE GUEDENIAU";"49157";418977;2281040;"CALCAIRE"
"HERVE SA";"LA BOUVRAIE";"49";"49123";"INGRANDES";"49160";352929;2273915;"PORPHYRE"
"LGO MARAICHERES";"LES MARAICHERES";"44";"44340";"BOUGUENAIS";"44020";300116;2247931;"GNEISS"
"CHARIER CM LA MARIAIS";"LA MARIAIS";"44";"44480";"DONGES";"44052";264540;2269271;"GNEISS"
"LGO JAVARDAN";"LA FORET DE JAVARDAN";"44";"44660";"FERCE";"44058";319178;318105;"GRES"
"AUBRON ET MECHINEAU LA MARGERIE";"LA MARGERIE";"44";"44190";"GORGES";"44064";323216;2240161;"GABROS"
"CHARIER CM LA CLARTE";"LA CLARTE";"44";"44410";"HERBIGNAC";"44072";251838;2288623;"GNEISS"
"SOCAC LE PETIT BETZ (ex CHARIER CM)";"LE PETIT BETZ";"44";"44750";"QUILLY";"44139";278585;2280030;"GNEISS"
"GSM LA POINTE DES CHEMINS";"LA POINTE DES CHEMINS";"44";"44640";"ROUANS";"44145";280895;2249450;"GNEISS"
"CMGO (ex CARRIERE DU PATIS)";"LE PATIS";"44";"44116";"VIEILLEVIGNE";"44216";318523;2229131;"GNEISS"
"TPPL Beaulieu";"PIERRE BISE";"49";"49750";"BEAULIEU SUR LAYON";"49022";377259;2261860;"PORPHYRE"
"CHARIER CM Fourneau";"LE FOURNEAU";"49";"49530";"LIRE";"49177";336072;2267892;"CALCAIRE"
"ANJOU TRAVAUX PUBLICS";"Les petits coteaux de Saint Eloi";"49";"49260";"MONTREUIL BELLAY";"49215";412584;2241337;"MAT.SILICO CALCAIRE"
"FACO carrière Vaiges";"""La Hunaudière""";"53";"53480";"VAIGES";"53267";392477;2339528;"CALCAIRE"
"HERVE SAS";"""La Fosse""";"53";"53170";"VILLIERS CHARLEMAGNE";"53273";372796;2330870;"GRES"
"ARDOISIERES D'ANGERS SA ""Global Trélazé""";"GLOBAL TRELAZE";"49";"49800";"TRELAZE";"49353";388224;2275197;"ARDOISES"
"CIMENTS CALCIA";"LA HUELLERIE";"72";"72800";"ST GERMAIN D ARCE";"72283";447654;2290716;"CALCAIRE"
"CARRIERES DE VOUTRE";"""La Kabylie""";"53";"53600";"VOUTRE";"53276";406638;2353004;"RHYOLITES"
"VAL MAT SAS (BRULE (SBEC) Vouvray grouas";"La Grouas";"72";"72160";"VOUVRAY SUR HUISNE";"72383";467118;2344330;"CALCAIRE"
"MERCERON CARRIERES - La Vrignaie";"LA VRIGNAIE";"85";"85150";"VAIRE";"85298";285652;2186037;"RHYOLITES"
"CEMEX GRANULATS- (ex MORILLON CORVOL)";"La Lande des Butteaux/Le Noyer";"72";"72130";"ST LEONARD DES BOIS";"72294";419867;2376375;"GRES"
"CEMEX GRANULATS ex MORILLON CORVOL";"LE CHATELET";"72";"72170";"SEGRIE";"72332";426529;2359185;"GRES"
"CMGO (ex ARNAUD)";"LE PEUX";"85";"85120";"ANTIGNY";"85005";361094;2183696;"DIORITES"
"COURANT";"La Grande Chauviere";"49";"49290";"CHALONNES SUR LOIRE";"49063";363361;2263610;"SCHISTES"
"Carrières KLEBER MOREAU - Pont Charron";"Pont Charron";"85";"85110";"CHANTONNAY";"85051";341068;2189605;"AMPHIBOLITES"
"BLANLOEIL LA TOUCHE";"LA TOUCHE";"44";"44330";"VALLET";"44212";329215;2247658;"GRANITE"
"BEL AIR MATERIAUX - combree";"BEL AIR";"49";"49520";"COMBREE";"49103";350245;2307738;"ARDOISES"
"TIREAU Pascal";"""La Galoisière""";"72";"72200";"LE BAILLEUL";"72022";409327;2312868;"TRACHYTES"
